代码,名称,PE_TTM,总市值_亿,营业收入,净利润,营收同比%,净利润同比%,ROE%,报告期,币种
06188,迪信通,-0.32,5.14,16544002000.0,-1439555000.0,-8.1723287248,-4.7602795053,70.628238588235,2025-12-31,HKD
06189,爱得威建设集团,-0.25,1734.7,197000.0,-55709000.0,-99.6789753284,-237.5893831051,8.24310417408,2024-12-31,HKD
06190,九江银行,7.15,65.49,10477029000.0,827523000.0,0.852969061,11.161664195,1.844733097334,2025-12-31,HKD
06193,泰林科建,16.99,1.08,244057000.0,5743000.0,31.6863790387,152.1143375681,2.886509851226,2025-12-31,HKD
06196,郑州银行,3.91,86.37,12941239000.0,1895005000.0,0.3949939811,1.0258764172,3.460997758457,2025-12-31,HKD
06198,青岛港,8.13,482.94,18806323315.0,5271506093.0,-0.7110246439,0.6993188159,11.95341987742,2025-12-31,HKD
06199,贵州银行,3.49,157.55,12596116000.0,4021022000.0,1.4370818859,6.4181631336,8.139731028402,2025-12-31,HKD
06600,卧安机器人,-633.5,173.07,900560000.0,-24676000.0,47.6511827703,-702.7325959662,-2.656544038171,2025-12-31,HKD
06601,朝云集团,12.28,30.4,1988232000.0,223685000.0,9.2370342859,9.9843149981,7.437907842564,2025-12-31,HKD
06603,IFBH,12.18,21.58,1239873291.2,160031718.4,11.8942200345,-31.660463441,20.803238170945,2025-12-31,HKD
06608,百融云－Ｗ,33.71,24.97,2920215000.0,66908000.0,-0.3090192871,-74.8638149837,1.466634867804,2025-12-31,HKD
06609,心玮医疗－Ｂ,18.19,16.78,408286000.0,83335000.0,46.9188446162,711.7677286742,7.594553720292,2025-12-31,HKD
06610,飞天云动,-0.33,1.33,783904000.0,-367086000.0,-21.2431443507,-739.9752871722,-29.550851782859,2025-12-31,HKD
06611,三巽集团,-0.12,3107.43,2623434000.0,-413295000.0,-41.5409380826,-379.8836561237,-30.773910288461,2023-12-31,HKD
06613,蓝思科技,34.15,1330.24,74409732000.0,4017827000.0,6.4566010884,10.8702196887,7.750457695518,2025-12-31,HKD
06616,环球新材国际,-20.64,87.14,2917235000.0,-381254000.0,76.934768672,-257.4284817653,-11.680175190067,2025-12-31,HKD
06618,京东健康,17.17,1187.46,73441487000.0,5375405000.0,26.2751672411,29.1592140407,9.323965434371,2025-12-31,HKD
06622,兆科眼科－Ｂ,-6.45,14.93,31974000.0,-208982000.0,-53.8774450407,12.0049854101,-12.024405316051,2025-12-31,HKD
06623,陆控,-8.14,188.94,27127610000.0,-2097678000.0,10.6643760019,45.805116493,-2.596090112635,2025-12-31,HKD
06626,越秀服务,8.48,25.69,3901890000.0,273690000.0,0.8721994379,-22.4500667288,7.799336846915,2025-12-31,HKD
06628,创胜集团医药－Ｂ,-2.71,6.11,7435000.0,-203725000.0,-33.9756682355,29.8206633321,-29.746760125543,2025-12-31,HKD
06633,青瓷游戏,12.82,17.28,456077000.0,121749000.0,-27.3718791901,138.1631455399,6.538686381886,2025-12-31,HKD
06636,极视角,-213.88,108.4,292076000.0,-45776000.0,13.5175051303,-627.1910629967,-19.97233820687,2025-12-31,HKD
06639,瑞尔集团,43.17,10.29,1688391000.0,21989000.0,-3.28740931,28.12609253,1.267731171116,2025-03-31,HKD
06651,五一视界,-280.69,565.12,347761000.0,-181845000.0,21.0184366757,-129.8140963262,-37.554986472811,2025-12-31,HKD
06655,华新建材,7.62,280.46,35348279760.0,2853332040.0,3.3051422981,18.0877822484,9.152209984521,2025-12-31,HKD
06656,思格新能,29.35,948.55,9000512000.0,2918832000.0,576.8126643997,3381.2236865645,133.584438324968,2025-12-31,HKD
06657,百望股份,-283.56,30.23,728596000.0,-9628000.0,10.5252938357,98.0790487021,-1.025450951322,2025-12-31,HKD
06660,艾美疫苗,-3.12,23.3,1165673000.0,-675460000.0,-9.2883362347,-143.642554665,-22.056877459198,2025-12-31,HKD
06661,湖州燃气,9.66,10.13,2275914000.0,94677000.0,-4.0768459477,-19.6235737571,7.543515223755,2025-12-31,HKD
06663,国际永胜集团,77.81,2.64,400994551.41,3828821.67,8.0929068593,-69.6333162556,2.012695163274,2025-03-31,HKD
06666,恒大物业,11.38,124.32,13677623000.0,986573000.0,7.2192411713,-3.3706599594,91.423718274541,2025-12-31,HKD
06667,美因基因,51.88,15.52,247150000.0,27021000.0,50.493831671,-40.0133200133,4.409367355897,2025-12-31,HKD
06668,星盛商业,8.8,13.9,582898000.0,142631000.0,-9.5638601734,-7.6654668807,11.345398257436,2025-12-31,HKD
06669,先瑞达医疗－Ｂ,19.66,25.95,644631000.0,119184000.0,20.7201285422,127.9724560061,8.435115030569,2025-12-31,HKD
06676,找钢网－Ｗ,-1.01,6.64,2120302000.0,-592523000.0,36.7016904109,-758.7040955335,19.757800443625,2025-12-31,HKD
06677,远洋服务,-0.27,4.14,2724158000.0,-1371232000.0,-4.0799231275,-4842.2860107211,-97.205616413982,2025-12-31,HKD
06680,金力永磁,30.21,252.42,7717522000.0,705607000.0,14.1090082059,142.4408077157,9.681452368097,2025-12-31,HKD
06681,脑动极光－Ｂ,-9.23,32.19,220049000.0,-314861000.0,79.9094112549,-58.7945451428,171.910523384693,2025-12-31,HKD
06682,范式智能,-547.84,159.31,7135286000.0,-26266000.0,35.635064108,90.2279863684,-0.417328822254,2025-12-31,HKD
06683,巨星传奇,-120.74,48.63,472377000.0,-36381000.0,-19.1149124159,-164.9034859243,-2.885389804417,2025-12-31,HKD
06686,诺亚控股,9.28,56.21,2610240000.0,558857000.0,0.3559424863,17.5439851087,5.652814519657,2025-12-31,HKD
06687,聚水潭,-3.71,67.97,1142470000.0,-1655025000.0,25.5806540258,-13719.3630678078,136.960199801638,2025-12-31,HKD
06690,海尔智家,9.17,1943.04,302329000000.0,19553000000.0,5.7075925246,4.3884469596,16.967419742534,2025-12-31,HKD
06693,赤峰黄金,12.66,514.25,12638506229.12,3082367791.68,40.0260993188,74.7037646606,28.899004352084,2025-12-31,HKD
06696,多想云,-7.11,19.76,1790774000.0,-185503000.0,50.2276769236,-660.991320652,-35.083707805668,2024-12-31,HKD
06698,星空华文,-2.5,3.27,168276000.0,-118153000.0,3.1437905692,49.1904653373,-4.558807216353,2025-12-31,HKD
06699,时代天使,55.1,121.93,2602631092.8,199877985.6,37.7600107148,134.7449232293,5.842548885659,2025-12-31,HKD
06805,金茂源环保,24.56,36.65,1680081000.0,134779000.0,20.5150478737,9.924068803,12.351187612431,2025-12-31,HKD
06806,申万宏源,5.75,643.53,34041176000.0,9507226000.0,18.776466017,82.4571618731,8.787468936453,2025-12-31,HKD
06808,高鑫零售,-29.31,105.9,63442000000.0,-319000000.0,-11.3344141324,-178.7654320988,-1.704332959342,2026-03-31,HKD
06809,澜起科技,152.06,4404.81,5456316783.63,2235569970.18,49.9436694449,58.3512781516,18.379210148558,2025-12-31,HKD
06810,商米科技－Ｗ,133.96,330.15,3811858000.0,222601000.0,10.2847866422,22.9547676519,11.321836245073,2025-12-31,HKD
06811,太兴集团,9.53,10.3,3196039453.9,97638985.22,7.4891994238,72.2752553826,11.7928964002,2025-12-31,HKD
06812,永顺控股香港,-22.41,1.74,441683971.77,-10080072.09,1.680875789,-200.2385977792,-5.330958162008,2025-03-31,HKD
06816,瑞港建设,-1.07,1.52,1698245082.64,-128790139.8,15.2579402541,10.3776846154,-177.987205492277,2025-12-31,HKD
06818,中国光大银行,4.46,1908.46,126460000000.0,38826000000.0,-6.7369740772,-6.8831542594,6.511698113208,2025-12-31,HKD
06820,友谊时光,8.03,8.29,1248103000.0,93165000.0,7.3372916427,290.6930571475,7.795992927416,2025-12-31,HKD
06821,凯莱英,25.34,318.65,6670181000.0,1132570000.0,14.9108551978,19.3498076822,6.569339530424,2025-12-31,HKD
06822,科劲国际,-2.57,2.8,419637818.44,-98372399.86,-44.2862470605,-598.8000915961,-21.819737192702,2025-12-31,HKD
06823,香港电讯－ＳＳ,16.95,896.24,33015400660.0,4774420920.0,5.1794089719,4.2603550296,14.076668042555,2025-12-31,HKD
06826,昊海生物科技,14.81,39.28,2446306000.0,251009000.0,-8.7085820738,-40.2994907801,4.565028407644,2025-12-31,HKD
06828,北京燃气蓝天,7.54,7.28,1918487000.0,87165000.0,13.6254309474,2.4674958268,6.427241801515,2025-12-31,HKD
06829,龙升集团控股,77.94,6.6,1212724124.88,8335000.56,38.9367469752,115.6638013372,3.080118198513,2025-03-31,HKD
06830,华众车载,10.22,4.07,2563964000.0,35977000.0,38.8403849247,-14.1544775585,2.57215853053,2025-12-31,HKD
06831,绿茶集团,8.53,45.96,4762967000.0,486481000.0,24.0937032496,38.9282827908,38.56753089586,2025-12-31,HKD
06833,兴科蓉医药,9.01,3.48,2084573000.0,34852000.0,-26.1135829634,-17.1078606255,5.136852034725,2025-12-31,HKD
06838,盈利时,-2.59,1.59,481723354.8,-55526352.72,-21.7607140028,-202.4054306656,-6.581878955353,2025-12-31,HKD
06839,云南水务,-0.06,1.15,2369952000.0,-1855867000.0,-15.3046823879,-6.6967347654,-19.932398978134,2025-12-31,HKD
06855,亚盛医药,-9.01,124.02,574120000.0,-1242769000.0,-41.4551572936,-206.5288222715,-156.455393741628,2025-12-31,HKD
06858,本间高尔夫,-18.76,17.87,1047956426.41,-12776986.715,-17.354001511,-105.4728641356,-0.936276517021,2025-03-31,HKD
06860,指尖悦动,-7.75,3.03,388595000.0,-35335000.0,-36.2070097677,-207.587613799,-4.402794313436,2025-12-31,HKD
06862,海底捞,15.19,681.14,43225355000.0,4049824000.0,1.1008570826,-13.9814837628,39.611485404294,2025-12-31,HKD
06865,福莱特玻璃,17.01,175.82,15566788573.36,980574130.35,-16.6776224491,-2.5857873987,4.435599813969,2025-12-31,HKD
06866,佐力科创,5.72,3.84,141328000.0,60442000.0,-19.5757079122,-3.199871877,3.010966199735,2025-12-31,HKD
06868,天福,21.07,28.59,1327251000.0,122568000.0,-15.0639811397,-11.7422142214,6.904422575357,2025-12-31,HKD
06869,长飞光纤光缆,161.34,2114.47,14252103033.0,813737266.0,16.8453230122,20.3969213421,6.398658148424,2025-12-31,HKD
06871,翼菲科技,-27.78,47.03,387359000.0,-152941000.0,44.532086609,-113.9184558361,-136.965360366815,2025-12-31,HKD
06872,丹诺医药－Ｂ,-64.95,110.2,,-153244000.0,,-5.0127116612,41.184050868661,2025-12-31,HKD
06877,TE HEALTHCARE,-30.3,2.16,96518089.2,-6425507.08,3.9281858764,-162.7447521609,-2.933668735438,2025-12-31,HKD
06878,鼎丰集团汽车,-0.01,3475.87,2251593000.0,-2522332000.0,123.4339430914,-1299.7014511251,-187.381355929056,2023-12-31,HKD
06881,中国银河,5.65,820.08,38337862000.0,12519719000.0,12.5996157596,24.8122938482,8.686380952465,2025-12-31,HKD
06882,东瀛游,6.66,2.31,1365581930.88,31363411.28,-7.3890128953,-50.9159787402,34.013958613934,2025-12-31,HKD
06883,颖通控股,10.28,27.57,2083363000.0,227029000.0,11.782733945,9.9557811433,39.499275794126,2025-03-31,HKD
06885,金马能源,-0.89,5.19,8123404000.0,-527391000.0,-29.9617977549,-52.4736187805,-18.473332043144,2025-12-31,HKD
06886,HTSC,7.33,1456.94,47219604000.0,16383497000.0,1.9019328749,6.7248003767,8.220244553161,2025-12-31,HKD
06887,东阳光药,64.92,195.83,4815065000.0,272442000.0,19.810371233,231.3391247337,11.621256625527,2025-12-31,HKD
06888,英达公路再生科技,-2.34,1.31,120849029.56,-50412321.08,-28.8149480203,-544.4851477264,-8.15848635185,2025-12-31,HKD
06889,DYNAM JAPAN,15.71,20.05,5333461056.0,112699488.0,-2.2922681557,-35.0710900474,1.971409637414,2026-03-31,HKD
06890,康利国际控股,5.74,2.55,1617713000.0,40054000.0,-16.5372713268,-56.7931997886,4.476127469168,2025-12-31,HKD
06893,衍生集团,-6.54,2.62,84796080.21,-45552734.46,-0.7881922325,-34.4830404577,-27.113337507827,2025-03-31,HKD
06896,金嗓子,9.38,26.1,943258000.0,251198000.0,-20.4004374669,-21.1633519651,17.671569299906,2025-12-31,HKD
06898,中国铝罐,31.75,6.04,210418647.3,17185566.94,2.2691355423,3.5934012087,7.666504824052,2025-12-31,HKD
06899,联众,-2.1,2.48,92188000.0,-89191000.0,3.5866780529,-42.1030829284,-75.878174316219,2024-12-31,HKD
06908,宏光半导体,-3.75,4.69,97759000.0,-112892000.0,29.8570707473,28.0112741441,-21.902510430622,2025-12-31,HKD
06909,百得利控股,44.58,1.54,8624612000.0,3128000.0,-1.3883769112,113.0013716281,0.119603938136,2025-12-31,HKD
06911,澜沧古茶,-3.56,3.59,218676470.93,-91005106.13,-39.4798067379,70.4091913524,-13.940006274758,2025-12-31,HKD
06913,华南职业教育,-2.97,1.96,791758000.0,-59618000.0,15.8189454036,-165.5921313207,-3.711402330879,2025-12-31,HKD
06918,奇士达,-1.47,1.35,216163000.0,-82701000.0,-1.1930174199,-35.435533793,-32.80145641465,2025-12-31,HKD
06919,人瑞人才,6.29,6.1,5560763000.0,87551000.0,22.7816336814,223.363392983,7.065652925857,2025-12-31,HKD
06922,康沣生物－Ｂ,-24.78,10.47,95268000.0,-38169000.0,77.9679064467,63.4273942414,-61.769632236922,2025-12-31,HKD
06928,万马控股,-7.68,1.72,16560622.7374,-20250090.4774,7.1741862826,-41.0538663057,-30.557295851236,2025-12-31,HKD
06929,业聚医疗,10.39,33.86,1268375075.2,294499691.2,9.9678848486,5.4938691241,10.392106770904,2025-12-31,HKD
06933,新娱科控股,-20.42,6.55,28490000.0,-28966000.0,-36.212609708,-3.8542899143,-39.752967817196,2025-12-31,HKD
06936,顺丰控股,12.65,1634.35,308226647000.0,11117216000.0,8.3702211735,9.3092354923,11.622639617343,2025-12-31,HKD
06938,瑞博生物－Ｂ,-27.15,83.57,148510000.0,-278059000.0,4.1247449641,-2.9272517962,272.209223780947,2025-12-31,HKD
06939,美佳音控股,-12.32,11.41,155338000.0,-83691000.0,3.7980942708,-966.1871248189,-25.477332781316,2025-12-31,HKD
06955,博安生物,380.82,30.12,784822000.0,7144000.0,8.0551715782,-90.2389703371,0.325917984455,2025-12-31,HKD
06958,正荣服务,-0.38,0.96,1062576000.0,-230487000.0,-4.610420914,2.3008286883,-31.726697284771,2025-12-31,HKD
06959,长久股份,4.37,6.85,1624625000.0,141565000.0,139.7521055094,-12.2931471374,28.080521363631,2025-12-31,HKD
06960,双登股份,19.12,54.09,5083445000.0,255524000.0,13.0025595073,-27.6814092169,8.78184559185,2025-12-31,HKD
06963,阳光保险,5.7,397.95,94021000000.0,6307000000.0,4.7004454343,15.7460084419,10.486934978343,2025-12-31,HKD
06966,中国万桐园,-36.79,4.8,25987000.0,-11783000.0,-40.9560811578,-219.6486596263,-5.353001437855,2025-12-31,HKD
06968,港龙中国地产,-0.21,3.02,2702311000.0,-1293182000.0,-67.3328215017,-96.4593676509,-46.369738913796,2025-12-31,HKD
06969,思摩尔国际,41.92,538.4,14256171000.0,1063796000.0,20.8287092214,-18.373917614,4.863665854018,2025-12-31,HKD
06978,永泰生物－Ｂ,-1.45,3.71,,-230785000.0,,-23.4725432289,1695.51482202549,2025-12-31,HKD
06979,珍酒李渡,43.14,257.2,3650459000.0,538469000.0,-48.3434190149,-59.318521451,3.907047264244,2025-12-31,HKD
06980,八马茶业,7.39,18.19,2196348000.0,222251000.0,2.4770221424,-0.9329422672,15.737670325437,2025-12-31,HKD
06988,乐享集团,-1.04,1.68,10553222.48,-146246672.74,-89.6887382736,84.8460571597,-33.096463301838,2025-12-31,HKD
06989,卓越商企服务,6.64,7.57,4019477000.0,102896000.0,-4.077682368,-67.0301290329,2.748724124358,2025-12-31,HKD
06990,科伦博泰生物,-213.61,903.36,2057920000.0,-381971000.0,6.4600151574,-43.1857882939,-9.344020736494,2025-12-31,HKD
06993,蓝月亮集团,-55.42,182.31,7595096593.42,-297098864.26,-1.7145493344,56.1019975658,-4.065439218357,2025-12-31,HKD
06996,德琪医药－Ｂ,-8.65,22.89,105338000.0,-239130000.0,14.5600870038,25.0963194988,-32.028555547371,2025-12-31,HKD
06998,亿腾嘉和,7.24,32.01,2487461000.0,399263000.0,-2.3009421675,2.9330782756,12.749100287688,2025-12-31,HKD
06999,领地控股,-0.05,1.2,8571476000.0,-2084744000.0,-53.6514728075,-58.0449448594,-169.582791374538,2024-12-31,HKD
07489,岚图汽车,16.37,184.37,34864815000.0,1017378000.0,80.0808826484,1224.6841110337,14.698593576833,2025-12-31,HKD
07618,京东工业,13.84,354.59,23951789000.0,2313723000.0,17.4237333438,203.7944716967,39.563365819418,2025-12-31,HKD
07630,英派药业－Ｂ,-30.93,101.35,38251000.0,-295924000.0,14.0221182222,-16.1602323801,34.769980395739,2025-12-31,HKD
07666,剂泰科技－Ｐ,-34.38,149.14,105000000.0,-391836000.0,6985.020242915,21.5068970629,229.458526458799,2025-12-31,HKD
07688,拓璞数控,3571.53,141.28,577978000.0,3573000.0,8.7332284839,-59.7725737447,1.970571040934,2025-12-31,HKD
08003,世大控股,0.83,2591.7,42715032.21,-7801604.82,-39.1488970105,7.7074235808,36.865515436944,2025-03-31,HKD
08005,裕兴科技,-2.79,1.79,62134310.24,-57998465.86,-63.6088555029,-3.6194933032,-3.989269670355,2025-12-31,HKD
08006,华泰瑞银,-3.84,3762.29,36266089.44,-8858781.76,36.4275763651,59.4626989047,-32.88957446095,2025-12-31,HKD
08007,环球战略集团,-11.81,1.1,328543156.84,-17086420.7,62.6756233839,-19.6917370171,1181.87559204294,2025-09-30,HKD
08013,ECI TECH,20.23,0.94,177800816.93,2404721.66,-2.6045489726,-70.5185516316,3.06516081056,2025-08-31,HKD
08017,捷利交易宝,11.39,6.79,164727960.5457,52589876.75315,43.8453249602,-6.8589316408,20.390882241043,2026-03-31,HKD
08018,汇财金融投资,-1.64,2117.78,41121800.16,-11630763.94,-7.1898889002,-4.3686172799,-28.449913835005,2025-12-31,HKD
08019,皓文控股,-69.39,0.71,35382000.0,-927000.0,-8.2963999689,88.915460959,-0.326825613679,2025-12-31,HKD
08020,宏海控股集团,-1.96,4964.62,92323604.52,-19634131.08,13.4581580231,-11277.5401069519,-255.721153846154,2025-03-31,HKD
08021,汇隆控股,4.33,1.67,73441070.64,-6353977.98,-3.9767004429,38.5843724769,-1.798327760076,2025-04-30,HKD
08023,邝文记,22.1,1.79,154052763.55167,7557981.39132,13.1332258756,-40.8989645561,6.488870975705,2025-03-31,HKD
08026,朗华国际集团,48.09,4.53,99086102.76,9291052.44,17.6627873847,114.6069697937,3.061648053399,2025-03-31,HKD
08027,吉辉控股,3.97,3125.76,104084584.8,7112555.8,20.0075523947,244.6170921199,12.154850746269,2025-12-31,HKD
08028,天时资源,-7.89,0.91,102085300.26,-11462471.43,129.2636422043,36.0993929417,-25.585251557753,2025-03-31,HKD
08029,中投金融科技集团,-6.42,2.18,29722508.64,-35511421.23,8.3277277008,-183.0109582996,61.493839589626,2025-03-31,HKD
08030,丰银禾控股,5.98,3.14,113634000.0,47503000.0,-24.6718638135,-13.431013431,22.971113835233,2025-12-31,HKD
08031,易通讯集团,-17.08,1.46,70318386.66,-7736982.52,-3.558952506,-148.9234108173,-15.266168843899,2025-12-31,HKD
08033,爱达利网络,6.94,7701.44,527590672.84,10018516.24,-3.418023327,7.9513381995,4.929284849293,2025-12-31,HKD
08035,骏高控股,-1.35,3360.0,190979546.46,-22539855.1,-15.6828341395,-35.6102597544,-82.580495714617,2025-12-31,HKD
08036,电子交易集团,-14.86,5535.0,24448358.96,-3365397.72,-13.2157742866,-37.2375690608,-6.321093213222,2025-12-31,HKD
08037,中国生物科技服务,-6.95,4.78,66389379.66,-62121665.16,4.2462664341,65.289231173,-30.142521562303,2025-12-31,HKD
08039,中国来骑哦,-15.31,7444.3,27807514.7,-4398580.6,-32.3899579008,-4.4788975022,-337.413073713491,2024-03-31,HKD
08040,快意智能,-6.62,1.84,284694900.66,-24380245.77,-10.7421230796,-81.6363011344,-48.058137631201,2025-03-31,HKD
08041,中微智码,-15.74,4.92,45406902.45,-8122738.65,-14.9467894296,-644.7324414716,-19.170917543746,2025-06-30,HKD
08042,高奥士人才集团,23.17,5920.0,232308184.0,2307727.1,20.5830367985,200.3140950137,4.301564052057,2025-12-31,HKD
08043,ATLINKS,-21.07,9120.0,210728203.3675,-3909498.9115,-13.18571116,-3203.3078381382,-6.31318120096,2025-12-31,HKD
08047,中国海洋发展,-3.21,1.77,360963733.15,-33905876.55,76.2958535343,18.2545406859,-8.080788439164,2024-03-31,HKD
08048,御德国际控股,-4.89,3505.84,9996838.96,-6472474.52,52.7041942605,86.9150004565,-40.653542860385,2025-12-31,HKD
08049,吉林长龙药业,6.23,13.73,901869000.0,198884000.0,2.35054593,7.9424694708,11.988008615907,2025-12-31,HKD
08050,城市酷选,165.56,3.74,36500694.99,-12375150.3,144.8798910352,-303.0587522714,-253.20996978852,2025-03-31,HKD
08051,讯智海,7.93,6457.62,408390923.0,7358533.34,28.7487043976,18415.9090909091,4.890464284964,2025-12-31,HKD
08052,陆庆娱乐,26.66,2247.85,114169619.52,-8672364.6,28.764347708,-162.8565675549,78.539080845354,2024-12-31,HKD
08056,生活概念,0.72,3402.44,6823405.02,45835120.44,-54.0345642173,353.9523468657,-52.218069420132,2025-03-31,HKD
08057,麦迪森控股（新）,-6.24,1.12,65608598.85,-14043626.94,4.4178771278,6.1602022569,19.900224266557,2025-03-31,HKD
08059,朝威控股,-1.64,2526.51,71131284.66,-13917716.98,-23.1040374945,-24.2160419186,50.715026247799,2025-12-31,HKD
08060,国联通信,-4.0,3427.0,138065519.13,-2996429.01,11.4171879654,-62.4312156078,-4.123174603175,2025-03-31,HKD
08062,俊盟国际,-96.76,1.22,87071778.99,5177076.3,-26.1418876077,-82.0370785438,4.0995736005,2025-03-31,HKD
08065,高萌科技,50.39,5588.45,180971577.15,89514.51,1.0272472966,100.7032552744,0.071137577875,2025-03-31,HKD
08066,品创控股,16.49,2.06,131500851.14808,11273733.71908,144.3467863242,2655.5824894417,16.614266591107,2025-12-31,HKD
08067,东方大学城控股,-1.11,5220.0,56697000.0,-56558000.0,1.3007200415,23.4264361436,-5.034885351268,2025-06-30,HKD
08069,飞道旅游科技－新,-4.12,1817.19,344887410.24,-1068637.14,-3.9007657535,84.8667015159,-2.107638825692,2025-03-31,HKD
08070,侨洋国际控股,5.91,2.42,350871163.74,36991375.1,35.2539752727,133.3618233618,38.816225950147,2025-12-31,HKD
08071,中彩网通控股,-9.46,0.47,33171657.72,-4476358.32,36.4365851846,34.7723085022,-59.653346172364,2025-12-31,HKD
08072,兰谷股份,-1.77,6986.49,53274053.07,-31919766.87,-11.0095420142,15.6160039034,-11.325690972256,2025-03-31,HKD
08073,水发兴业新材料,7.9,1.64,154658000.0,18730000.0,41.5361806884,64.7027787548,10.462664264667,2025-12-31,HKD
08076,新利软件,-1.97,2634.48,41931000.0,-12051000.0,-28.7057503316,-3.7359042782,-88.95368149105,2025-12-31,HKD
08079,仍志集团控股,-0.47,1630.36,25483027.62,-41915861.43,216.3115693013,60.2973698242,-88.770973195352,2025-03-31,HKD
08080,北亚策略,35.81,2.23,1269167176.17,-7294048.32,5.3529898423,83.7816764133,-0.577636535511,2025-03-31,HKD
08081,白居易控股,-1.21,0.72,63194690.52,-54019781.76,2.397260274,31.6963979809,-30.657405746213,2025-12-31,HKD
08082,擎华控股,-2.39,1.18,111508831.54,-44443843.32,-17.0867500789,-88.2618510158,767.105775976304,2025-12-31,HKD
08087,中国三三传媒,-50.66,11.6,36151000.0,-20680000.0,1.9889409242,10.4180203595,-75.379540359766,2025-12-31,HKD
08091,奥传思维控股,-4.15,2808.0,37250955.78,-9582666.72,-20.9733941542,1.1800532927,-41.732979664014,2025-03-31,HKD
08092,ITE HOLDINGS,16.72,3609.48,11726799.47256,1903958.86242,-0.1520101946,3.1353914015,10.683091661067,2025-03-31,HKD
08093,瓦普思瑞元宇宙,-4.01,1.21,40536177.5,-18512585.0,-64.3089424366,-215.7684630739,-38.607468548226,2025-06-30,HKD
08095,北大青鸟环宇,7.25,13.33,591908000.0,165990000.0,18.6254940157,78.639460175,4.297510775816,2025-12-31,HKD
08096,赏之味,-6.42,2887.5,28530212.28,-5604346.59,-19.2540743836,25.3289069224,-31.672273071006,2025-03-31,HKD
08098,昌利控股,-5.54,1.1,37621887.2985,-2453753.29152,-1.5238530907,78.3068175709,-1.474386177414,2025-03-31,HKD
08100,名科国际,-18.69,1.02,80347741.54,-4918936.12,-14.7415131592,-353.1845653185,-3.130289836329,2025-12-31,HKD
08103,ＨＭＶＯＤ视频,-1.68,2071.17,16196589.33,-13728019.08,-20.6196291271,-119.9615555227,25.5202346846,2025-03-31,HKD
08106,芯化兰德,118.41,1.42,230248000.0,1087000.0,24.429456937,116.7076544728,2.250447708663,2025-12-31,HKD
08107,细叶榕科技,-3.86,1.54,19522197.08,-35997833.1,38.4359187856,34.8880901813,296.352753095141,2025-12-31,HKD
08111,中国科技产业集团,-1.36,3411.23,804000.0,-22751000.0,,51.7506839438,-72.377043965133,2025-03-31,HKD
08112,基石金融,-1.45,2707.14,43438024.75376,-16853863.9111,-10.9117079014,10.8928221889,-18.122053115532,2025-12-31,HKD
08113,时腾科技,19.06,6613.99,833283675.4,3135076.62,-3.947784876,208.945386064,3.836652131381,2025-12-31,HKD
08115,清大东方,942.82,23.4,92374000.0,-4076000.0,9.3701160313,-193.7011494253,-2.695054218461,2025-12-31,HKD
08117,中国基础能源,-2.22,0.6,190463807.84,-24556745.36,31.1768291924,-2.7008650323,-12.998381656543,2025-12-31,HKD
08118,中资国际控股,-1.29,5850.0,24539757.2,-41664683.83,-20.2100371186,-39.6472344926,-112.69235596837,2025-04-30,HKD
08120,国农金融投资,-14.89,3.71,78113175.26,-22493790.88,-35.6247487755,35.1407662057,-57.039463136438,2025-12-31,HKD
08121,国恩控股,-4.7,1590.42,148894006.35,-1008653.19,38.9360108156,-134.5121566151,-3.241399762752,2025-03-31,HKD
08123,华亿金控,-1.19,1743.52,39225941.38,-13233979.44,23.2238111452,85.1628321452,-184.255533199195,2025-12-31,HKD
08125,中新控股,-4.53,1.16,151845216.69,-20005108.74,87.8280424186,-121.4300306435,-32.676379038762,2025-03-31,HKD
08128,中国恒有源集团,18.91,1.35,43205528.7,6429119.96,-31.3001766505,-33.8414350776,2.601014022747,2025-12-31,HKD
08130,大地国际集团,-0.59,3640.63,17707641.15,-52974249.25,-46.458527493,79.6498669676,37.939385282622,2024-03-31,HKD
08131,辰罡科技,9.19,5633.82,38946449.7,5579506.8,4.2247004967,181.4450790278,165.193965517241,2025-11-30,HKD
08132,百能国际能源,-11.58,2.69,617170247.4,-23709348.36,12.3677060878,-28.7625920914,97.651083238312,2025-03-31,HKD
08133,吉盛集团控股,-2.78,1107.34,46650409.78,-3592105.94,15.4735288857,-104.7888774459,-20.536521132943,2025-12-31,HKD
08136,英马斯集团,7.06,4200.0,63320903.28,8705055.39,-19.8570377378,-38.9647363313,9.84963976193,2025-03-31,HKD
08137,洪桥集团,-180.62,84.42,208682658.46,-42214696.36,197.950840813,88.679976458,-1.182104638442,2025-12-31,HKD
08139,长安仁恒,-617.79,5222.4,207438775.0,-76352.0,6.4533342729,-106.0122620159,-0.064343569853,2025-12-31,HKD
08140,人和科技,2.78,0.93,75087227.15,28782053.95,-18.2548349946,-8.2875657455,16.219146825907,2025-06-30,HKD
08143,金威医疗,-4.38,0.89,14876019.6,-9345499.41,-58.6263538833,40.812390415,941.171003717472,2025-03-31,HKD
08146,怡园酒业,-154.47,3.7,34881000.0,-2163000.0,9.409993413,94.7267053489,-1.374887174076,2025-12-31,HKD
08147,汇思太平洋,-16.59,1.49,96140543.24,-8122657.46,58.021942131,-411.1764705882,-143.807467818022,2025-12-31,HKD
